Item Type,Product ID,Product Name,Product Type,Product Code/SKU,Bin Picking Number,Brand Name,Option Set,Option Set Align,Product Description,Price,Cost Price,Retail Price,Sale Price,Fixed Shipping Cost,Free Shipping,Product Warranty,Product Weight,Product Width,Product Height,Product Depth,Allow Purchases?,Product Visible?,Product Availability,Track Inventory,Current Stock Level,Low Stock Level,Category,Product Image ID - 1,Product Image File - 1,Product Image Description - 1,Product Image Is Thumbnail - 1,Product Image Sort - 1,Product Image ID - 2,Product Image File - 2,Product Image Description - 2,Product Image Is Thumbnail - 2,Product Image Sort - 2,Product Image ID - 3,Product Image File - 3,Product Image Description - 3,Product Image Is Thumbnail - 3,Product Image Sort - 3,Product Image ID - 4,Product Image File - 4,Product Image Description - 4,Product Image Is Thumbnail - 4,Product Image Sort - 4,Product Image ID - 5,Product Image File - 5,Product Image Description - 5,Product Image Is Thumbnail - 5,Product Image Sort - 5,Product Image ID - 6,Product Image File - 6,Product Image Description - 6,Product Image Is Thumbnail - 6,Product Image Sort - 6,Search Keywords,Page Title,Meta Keywords,Meta Description,MYOB Asset Acct,MYOB Income Acct,MYOB Expense Acct,Product Condition,Show Product Condition?,Event Date Required?,Event Date Name,Event Date Is Limited?,Event Date Start Date,Event Date End Date,Sort Order,Product Tax Class,Product UPC/EAN,Stop Processing Rules,Product URL,Redirect Old URL?,GPS Global Trade Item Number,GPS Manufacturer Part Number,GPS Gender,GPS Age Group,GPS Color,GPS Size,GPS Material,GPS Pattern,GPS Item Group ID,GPS Category,GPS Enabled,Avalara Product Tax Code,Product Custom Fields
  SKU,27,[CS]Color=Blue:#123c91,,ABSB-BLUE-854E98B9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,28,[CS]Color=Orange:#e35e20,,ABSB-ORANGE-69A2FCF0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,36,"[Sample] Benjamin Button, red petty coat",P,BBRPC,,,Apparel,Right,"<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br />Keep three things in mind:<br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>",110,0,0,90,0,Y,,0.5,18,18,12,Y,Y,,none,0,0,Sale,140,%%SAMPLE%%/p-s-win-portmans095__18030.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,Delivery Date,N,0,0,0,Default Tax Class,,N,/benjamin-button-red-petty-coat/,,,,,,,,,,,,N,,
  SKU,1301,"[RT]Size=XS,[CS]Color=Silver:#cccccc",,BBRPC-SILVER-XS-400E62BA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1302,"[RT]Size=S,[CS]Color=Silver:#cccccc",,BBRPC-SILVER-S-CD8D5517,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1303,"[RT]Size=M,[CS]Color=Silver:#cccccc",,BBRPC-SILVER-M-EA2F1BCA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1304,"[RT]Size=L,[CS]Color=Silver:#cccccc",,BBRPC-SILVER-L-9272F372,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1305,"[RT]Size=XL,[CS]Color=Silver:#cccccc",,BBRPC-SILVER-XL-AB602F6D,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1306,"[RT]Size=XS,[CS]Color=Black:#000000",,BBRPC-BLACK-XS-EDED705F,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1307,"[RT]Size=S,[CS]Color=Black:#000000",,BBRPC-BLACK-S-8A93055A,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1308,"[RT]Size=M,[CS]Color=Black:#000000",,BBRPC-BLACK-M-B9ADF87D,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1309,"[RT]Size=L,[CS]Color=Black:#000000",,BBRPC-BLACK-L-4E5B2F99,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1310,"[RT]Size=XL,[CS]Color=Black:#000000",,BBRPC-BLACK-XL-090488C1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1311,"[RT]Size=XS,[CS]Color=Purple:#700170",,BBRPC-PURPLE-XS-95EEC238,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1312,"[RT]Size=S,[CS]Color=Purple:#700170",,BBRPC-PURPLE-S-EEEF093E,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1313,"[RT]Size=M,[CS]Color=Purple:#700170",,BBRPC-PURPLE-M-6BE329CD,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1314,"[RT]Size=L,[CS]Color=Purple:#700170",,BBRPC-PURPLE-L-397581FD,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1315,"[RT]Size=XL,[CS]Color=Purple:#700170",,BBRPC-PURPLE-XL-A7D7AE2A,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1316,"[RT]Size=XS,[CS]Color=Blue:#123c91",,BBRPC-BLUE-XS-010AD002,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1317,"[RT]Size=S,[CS]Color=Blue:#123c91",,BBRPC-BLUE-S-7D8FB1FE,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1318,"[RT]Size=M,[CS]Color=Blue:#123c91",,BBRPC-BLUE-M-2D7B279B,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1319,"[RT]Size=L,[CS]Color=Blue:#123c91",,BBRPC-BLUE-L-8F2A8CF1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1320,"[RT]Size=XL,[CS]Color=Blue:#123c91",,BBRPC-BLUE-XL-09CB354F,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1321,"[RT]Size=XS,[CS]Color=Green:#0f961e",,BBRPC-GREEN-XS-F595A51F,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1322,"[RT]Size=S,[CS]Color=Green:#0f961e",,BBRPC-GREEN-S-5D5F1F4D,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1323,"[RT]Size=M,[CS]Color=Green:#0f961e",,BBRPC-GREEN-M-4B0B8E49,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1324,"[RT]Size=L,[CS]Color=Green:#0f961e",,BBRPC-GREEN-L-0DA10E1E,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1325,"[RT]Size=XL,[CS]Color=Green:#0f961e",,BBRPC-GREEN-XL-031CED7D,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1326,"[RT]Size=XS,[CS]Color=Yellow:#f0f005",,BBRPC-YELLOW-XS-2A4BFFBB,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1327,"[RT]Size=S,[CS]Color=Yellow:#f0f005",,BBRPC-YELLOW-S-22E1BFAD,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1328,"[RT]Size=M,[CS]Color=Yellow:#f0f005",,BBRPC-YELLOW-M-284182F1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1329,"[RT]Size=L,[CS]Color=Yellow:#f0f005",,BBRPC-YELLOW-L-D3862837,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1330,"[RT]Size=XL,[CS]Color=Yellow:#f0f005",,BBRPC-YELLOW-XL-212327AE,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1331,"[RT]Size=XS,[CS]Color=Orange:#e35e20",,BBRPC-ORANGE-XS-E46ACC90,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1332,"[RT]Size=S,[CS]Color=Orange:#e35e20",,BBRPC-ORANGE-S-2CD63BC8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1333,"[RT]Size=M,[CS]Color=Orange:#e35e20",,BBRPC-ORANGE-M-D3E8DB8F,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1334,"[RT]Size=L,[CS]Color=Orange:#e35e20",,BBRPC-ORANGE-L-5555293D,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1335,"[RT]Size=XL,[CS]Color=Orange:#e35e20",,BBRPC-ORANGE-XL-EBC3942A,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1336,"[RT]Size=XS,[CS]Color=Red:#e60c0c",,BBRPC-RED-XS-6DA6ECFA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1337,"[RT]Size=S,[CS]Color=Red:#e60c0c",,BBRPC-RED-S-1C1AA61C,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1338,"[RT]Size=M,[CS]Color=Red:#e60c0c",,BBRPC-RED-M-FBE33C19,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1339,"[RT]Size=L,[CS]Color=Red:#e60c0c",,BBRPC-RED-L-9FDE942E,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1340,"[RT]Size=XL,[CS]Color=Red:#e60c0c",,BBRPC-RED-XL-F24714E2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1341,"[RT]Size=XS,[CS]Color=Pink:#e841c1",,BBRPC-PINK-XS-2AA80889,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1342,"[RT]Size=S,[CS]Color=Pink:#e841c1",,BBRPC-PINK-S-F9A6E06A,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1343,"[RT]Size=M,[CS]Color=Pink:#e841c1",,BBRPC-PINK-M-9D5F1E46,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1344,"[RT]Size=L,[CS]Color=Pink:#e841c1",,BBRPC-PINK-L-FA38064A,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1345,"[RT]Size=XL,[CS]Color=Pink:#e841c1",,BBRPC-PINK-XL-CF3EC95C,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,37,"[Sample] Levi's, blue denim womens shirt",P,LBDWS,,,Apparel,Right,"<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br />Keep three things in mind:<br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>",29,0,0,0,5,N,,2,10,14,2,Y,Y,,none,0,0,Ladies;Sale,141,%%SAMPLE%%/gf-l2s-80022__72789.jpg,,N,0,142,%%SAMPLE%%/hero-gf-l2s-80031__63154.jpg,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,Delivery Date,N,0,0,0,Default Tax Class,,N,/levis-blue-denim-womens-shirt/,,,,,,,,,,,,N,,
  SKU,1256,"[RT]Size=XS,[CS]Color=Silver:#cccccc",,LBDWS-SILVER-XS-292AC478,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1257,"[RT]Size=S,[CS]Color=Silver:#cccccc",,LBDWS-SILVER-S-73C12889,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1258,"[RT]Size=M,[CS]Color=Silver:#cccccc",,LBDWS-SILVER-M-84AEA98E,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1259,"[RT]Size=L,[CS]Color=Silver:#cccccc",,LBDWS-SILVER-L-138DE923,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1260,"[RT]Size=XL,[CS]Color=Silver:#cccccc",,LBDWS-SILVER-XL-F25CABFD,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1261,"[RT]Size=XS,[CS]Color=Black:#000000",,LBDWS-BLACK-XS-E9B8B229,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
